item_idx,similar_item_idx,rank,similarity_score
1645,5815,3,0.8751138714767758
1645,1563,4,0.8330697377809311
1645,5300,5,0.806000185008855
1645,3331,6,0.806000185008855
1645,4559,7,0.7236975708424408
1645,5962,8,0.6969438064932378
1645,6672,9,0.6969438064932378
1645,6524,10,0.6819778681192651
1645,70,11,0.6819778681192651
1645,4308,12,0.625158650236757
1645,3964,13,0.6165050739960214
1645,2586,14,0.6165050739960214
1645,113,15,0.6165050739960212
1645,3045,16,0.5512363015416313
1645,3656,17,0.5377028160324503
1645,2396,18,0.5377028160324503
1645,1515,19,0.532869829935042
1645,3320,20,0.5065993715848237
1646,3963,1,1.0
1646,287,2,1.0
1646,1261,3,1.0
1646,1113,4,1.0
1646,595,5,1.0
1646,2003,6,0.8960134359377653
1646,3943,7,0.7741352688026143
1646,7046,8,0.7267029748732619
1646,4011,9,0.6889048846992183
1646,2050,10,0.6599260525029086
1646,4475,11,0.6579550713597476
1646,7101,12,0.6519591622598624
1646,5556,13,0.6405409083809273
1646,4751,14,0.6360369207986604
1646,4967,15,0.6278377925976392
1646,6125,16,0.6125268961843181
1646,4665,17,0.5882082532993734
1646,4282,18,0.5773876638888856
1646,2011,19,0.5772855283293012
1646,1761,20,0.5376587170888647
1647,660,1,0.8855957865127004
1647,4469,2,0.7352680227865651
1647,1096,3,0.7312570475224941
1647,653,4,0.7177144803325626
1647,755,5,0.6946764540609425
1647,1023,6,0.6152905091152414
1647,3008,7,0.6139222957940637
1647,2108,8,0.6066886686997479
1647,4927,9,0.5663070836388862
1647,1544,10,0.5663070836388862
1647,3026,11,0.5615980894150414
1647,1119,12,0.5510625765894032
1647,50,13,0.532693736484129
1647,1775,14,0.5207209520894244
1647,3057,15,0.5199504676766122
1647,1477,16,0.5105704821768571
1647,2368,17,0.5054868013020858
1647,1936,18,0.5047949049163472
1647,6164,19,0.500203107212875
1647,1810,20,0.49804880448551153
1648,1011,1,0.6437113309645723
1648,6187,2,0.6143247232844253
1648,2796,3,0.5896530300885375
1648,3460,4,0.5896530300885375
1648,1839,5,0.5815774638260081
1648,471,6,0.5677644699294719
1648,3067,7,0.5671441033095305
1648,1046,8,0.56635046758305
1648,5769,9,0.5616522635180694
1648,5569,10,0.5570695829435848
1648,6370,11,0.5531292903623146
1648,5641,12,0.5480519247939992
1648,3704,13,0.5369822169794292
1648,5391,14,0.5347369636257294
1648,5898,15,0.5347369636257294
1648,4097,16,0.5317108281839059
1648,4311,17,0.49052488285019563
1648,5242,18,0.48679826031757395
1648,5106,19,0.4641146531980511
1648,81,20,0.461518523441126
1649,7087,1,1.0
1649,5680,2,1.0
1649,6062,3,1.0
1649,3310,4,1.0
1649,3232,5,0.871526542894105
1649,5977,6,0.871526542894105
1649,5697,7,0.871526542894105
1649,2130,8,0.8454033538057572
1649,5972,9,0.8445535751141774
1649,6609,10,0.8445535751141774
1649,1362,11,0.8318360190497953
1649,6297,12,0.7725166815349023
1649,307,13,0.7725166815349023
1649,5278,14,0.7725166815349023
1649,4932,15,0.725897687211524
1649,5148,16,0.7165891774488454
1649,3823,17,0.6986214917737912
1649,852,18,0.6986214917737912
1649,2738,19,0.6951344377681732
1649,4415,20,0.6951344377681732
1650,2572,1,0.9477261247811354
1650,1714,2,0.8970873200894599
1650,5583,3,0.8970873200894599
1650,4114,4,0.8970873200894599
1650,4155,5,0.8948110904228428
1650,5089,6,0.8731116313762814
1650,1107,7,0.8660160139775167
1650,2989,8,0.7896095363739742
1650,6546,9,0.7751266435626172
1650,6686,10,0.7571155380504944
1650,2619,11,0.7550849379207233
1650,3038,12,0.7287497870276501
1650,5968,13,0.7129405145858803
1650,428,14,0.7129405145858803
1650,5720,15,0.6960274773932181
1650,4494,16,0.648845104968517
1650,6420,17,0.6289797841579761
1650,4916,18,0.5881075813173897
1650,7096,19,0.5841070172328796
1650,2830,20,0.5804036459183213
1651,1218,1,1.0000000000000002
1651,3244,2,1.0000000000000002
1651,5305,3,0.8653418058317444
1651,7117,4,0.7676638441457134
1651,882,5,0.7676638441457134
1651,1491,6,0.7676638441457134
1651,6597,7,0.7676638441457134
1651,7061,8,0.7676638441457134
1651,6553,9,0.7676638441457134
1651,5199,10,0.7676638441457134
1651,2359,11,0.7676638441457134
1651,1779,12,0.6408527306576964
1651,2928,13,0.6408527306576964
1651,2748,14,0.6408527306576964
1651,948,15,0.6408527306576964
1651,3543,16,0.6408527306576964
1651,3170,17,0.6408527306576964
1651,3252,18,0.6408527306576964
1651,3759,19,0.6408527306576964
1651,3989,20,0.6408527306576964
1652,2270,1,1.0
1652,3428,2,1.0
1652,5266,3,0.9082579664996452
1652,4100,4,0.8843826372983021
1652,5364,5,0.7985199965494771
1652,5138,6,0.7985199965494771
1652,2159,7,0.7985199965494771
1652,6747,8,0.7985199965494771
1652,3949,9,0.7985199965494771
1652,3913,10,0.7985199965494771
1652,2874,11,0.7539889909773295
1652,356,12,0.7511769688392622
1652,5196,13,0.7098750972391903
1652,4588,14,0.7053687393717836
1652,4328,15,0.6661605245058618
1652,2908,16,0.6507433677331175
1652,280,17,0.6270773865184299
1652,3419,18,0.6112886311813917
1652,750,19,0.6061019680844368
1652,2805,20,0.6019682841401389
1653,312,1,0.9031832823141068
1653,2381,2,0.8082167116637979
1653,2338,3,0.7398283359466117
1653,5689,4,0.7124979323402691
1653,7021,5,0.7056218473889989
1653,1585,6,0.7029527324562316
1653,1702,7,0.6868346997827227
1653,305,8,0.6864614351120907
1653,2745,9,0.6771581760019963
1653,5802,10,0.6394864025318543
1653,3624,11,0.6386470235786289
1653,3368,12,0.6386470235786289
1653,1185,13,0.6386470235786289
1653,4090,14,0.6369771661726658
1653,580,15,0.5556756571236845
1653,717,16,0.5508453309241095
1653,1755,17,0.5221725886498346
1653,182,18,0.5216216693874643
1653,2240,19,0.49229635278545625
1653,2787,20,0.4707347035338841
1654,2624,1,0.9098839571698112
1654,3922,2,0.8124495614271272
1654,1835,3,0.7833694875148911
1654,1817,4,0.7693137833668529
1654,3919,5,0.743761743366336
1654,5634,6,0.7233641735135995
1654,4186,7,0.6888697387096965
1654,2405,8,0.6857303950154461
1654,5545,9,0.6633786179643051
1654,5258,10,0.6499931021178789
1654,933,11,0.6439609651141938
1654,4651,12,0.6144714450060538
1654,43,13,0.6104918673979823
1654,87,14,0.6047526572385673
1654,6245,15,0.5968326230872343
1654,6044,16,0.5941673857218451
1654,4458,17,0.5630043132611345
1654,3792,18,0.5473688754876571
1654,2185,19,0.5471223972711281
1654,5995,20,0.5454908646522234
1655,0,1,0.0
1655,1,2,0.0
1655,2,3,0.0
1655,3,4,0.0
1655,4,5,0.0
1655,5,6,0.0
1655,6,7,0.0
1655,7,8,0.0
1655,8,9,0.0
1655,9,10,0.0
1655,10,11,0.0
1655,11,12,0.0
1655,12,13,0.0
1655,13,14,0.0
1655,14,15,0.0
1655,15,16,0.0
1655,16,17,0.0
1655,17,18,0.0
1655,18,19,0.0
1655,19,20,0.0
1656,5280,1,0.8456174833810077
1656,6120,2,0.7579780288162425
1656,2785,3,0.7342110289938532
1656,2394,4,0.7092946399481966
1656,7218,5,0.7092946399481966
1656,2448,6,0.6133646677748521
1656,2705,7,0.6128127346426762
1656,453,8,0.5687636898647995
1656,4477,9,0.5420068162889717
1656,1418,10,0.5337893515239616
1656,716,11,0.5337893515239616
1656,3825,12,0.5337893515239616
1656,2829,13,0.5337893515239616
1656,2964,14,0.5337893515239616
1656,3359,15,0.5337893515239616
1656,5721,16,0.5337893515239616
1656,581,17,0.5337893515239616
1656,5745,18,0.5116774074997644
1656,6184,19,0.5044163271217648
1656,778,20,0.49604704509372594
1657,4442,1,0.8318485740183175
1657,4289,2,0.8318485740183175
1657,5717,3,0.79452035637453
1657,2581,4,0.760818667763425
1657,2580,5,0.7599738628721489
1657,2994,6,0.7599738628721489
1657,1433,7,0.7599738628721489
1657,5416,8,0.7376076522853182
1657,4255,9,0.7159567975832202
1657,5700,10,0.6752295545147158
1657,6453,11,0.6577893227688326
1657,3731,12,0.6307639090447645
1657,2768,13,0.6307639090447645
1657,825,14,0.6307639090447645
1657,6790,15,0.6202739606115119
1657,5710,16,0.6190751833074328
1657,2141,17,0.6190751833074328
1657,6040,18,0.6127477921988527
1657,151,19,0.5977575486114084
1657,648,20,0.5876550095866765
1658,7051,1,0.8165841887042855
1658,728,2,0.5695504098870623
1658,1383,3,0.4706422038170552
1658,3752,4,0.46968088196509095
1658,712,5,0.46968088196509095
1658,4291,6,0.4660426652130631
1658,3605,7,0.45200287646625203
1658,4324,8,0.45165013888740746
1658,1917,9,0.4216492454597904
1658,1988,10,0.4194134494591696
1658,1582,11,0.395814015612389
1658,4656,12,0.3949912310871497
1658,678,13,0.3949912310871497
1658,2371,14,0.3892237255687678
1658,6379,15,0.38467896770913357
1658,6862,16,0.38300845701009023
1658,856,17,0.3787863770193807
1658,5581,18,0.37742354573963915
1658,5281,19,0.37383542552370025
1658,5654,20,0.36976529139205
1659,4938,1,0.9999999999999998
1659,1823,2,0.8761494721922531
1659,2119,3,0.8204880534339476
1659,2944,4,0.8204880534339476
1659,3297,5,0.8204880534339476
1659,2259,6,0.8204880534339476
1659,5304,7,0.8015405273817202
1659,1259,8,0.7048370476937732
1659,1814,9,0.6992041712369286
1659,6607,10,0.6970193320891311
1659,3960,11,0.6929229087431013
1659,5804,12,0.6929229087431013
1659,6586,13,0.6902811847326318
1659,6166,14,0.6902811847326318
1659,4868,15,0.6814629812358011
1659,1043,16,0.6519045559454391
1659,4345,17,0.6519045559454391
1659,6795,18,0.6312092003748299
1659,1635,19,0.6228943136177145
1659,1174,20,0.6187519666782424
1660,1441,1,1.0
1660,4768,2,0.8429152441328458
1660,1701,3,0.8429152441328458
1660,1661,4,0.8270935949608442
1660,4444,5,0.8270935949608442
1660,5200,6,0.8270935949608442
1660,4058,7,0.8270935949608442
1660,4939,8,0.6856450055612693
1660,3392,9,0.6753063328823569
1660,5946,10,0.6561722699662832
1660,926,11,0.6526198105706486
1660,1431,12,0.6361475968704842
1660,3510,13,0.6292757396396564
1660,2160,14,0.615573421683761
1660,3140,15,0.599923952932004
1660,5755,16,0.5764193451626277
1660,2151,17,0.5763152693470703
1660,4787,18,0.5750228669290223
1660,3429,19,0.5734810828435374
1660,5759,20,0.5630418970367008
1661,4444,1,1.0
1661,5200,2,1.0
1661,4058,3,1.0
1661,1441,4,0.8270935949608442
1661,1660,5,0.8270935949608442
1661,5946,6,0.7933470576535505
1661,926,7,0.7890519459306712
1661,1701,8,0.6971697995171331
1661,4768,9,0.6971697995171331
1661,5755,10,0.696921543915373
1661,6443,11,0.6596004161277262
1661,6069,12,0.6493194095940793
1661,3955,13,0.6373224118466143
1661,545,14,0.6139258167624385
1661,5587,15,0.6108664944318026
1661,301,16,0.6082805772511214
1661,2406,17,0.603721097589225
1661,6809,18,0.603721097589225
1661,4939,19,0.5670925925166183
1661,7086,20,0.5593648410354715
1662,4332,1,0.8254529715633655
1662,1060,2,0.7160114680549785
1662,6071,3,0.6778815897617902
1662,281,4,0.6754645506096595
1662,6338,5,0.6555720656828359
1662,1583,6,0.6513116668504605
1662,1746,7,0.6491011457567004
1662,6571,8,0.6281621913983731
1662,4449,9,0.6217396106893798
1662,3139,10,0.6208137923873517
1662,810,11,0.608250287438234
1662,19,12,0.6036121626938326
1662,7151,13,0.5936906506372542
1662,4587,14,0.5869607531995191
1662,2017,15,0.5785951952829029
1662,2354,16,0.5756881426631679
1662,219,17,0.5704400376906114
1662,6300,18,0.5658175050730602
1662,4522,19,0.5592624538934419
1662,808,20,0.5544148504537678
1663,2717,1,0.8745337499267448
1663,4345,2,0.7015332395177827
1663,6242,3,0.689037520145975
1663,1879,4,0.6761755341179931
1663,2138,5,0.6748732874121843
1663,6867,6,0.6266575194250714
1663,3832,7,0.6077518663054149
1663,5104,8,0.588217200124087
1663,1541,9,0.5828198597912373
1663,3816,10,0.5828198597912373
1663,796,11,0.5828198597912373
1663,5135,12,0.5828198597912373
1663,4080,13,0.5828198597912373
1663,7203,14,0.5828198597912373
1663,1239,15,0.5828198597912373
1663,6246,16,0.5816258461765464
1663,3866,17,0.5679434572803672
1663,6704,18,0.5561972907401357
1663,3883,19,0.5305004594773169
1663,5489,20,0.5167961673008579
1664,2781,1,0.7632860200400762
1664,2617,2,0.7452422257871734
1664,2209,3,0.7211202826123138
1664,4919,4,0.7197525247183426
1664,2975,5,0.6884681248270095
1664,989,6,0.6790073206473803
1664,5100,7,0.6682219604454898
1664,2299,8,0.6682219604454898
1664,1087,9,0.6682219604454898
1664,6762,10,0.6195847144072494
1664,5492,11,0.5914334736366604
1664,7065,12,0.5770333881533971
1664,2428,13,0.5695862395908479
1664,7044,14,0.5695862395908479
1664,5340,15,0.5659014291007423
1664,1779,16,0.5659014291007423
1664,948,17,0.5659014291007423
1664,3989,18,0.5659014291007423
1664,3543,19,0.5659014291007423
1664,3252,20,0.5659014291007423
1665,1248,1,1.0
1665,2825,2,1.0
1665,538,3,0.9145399766188296
1665,3196,4,0.842501652146825
1665,6218,5,0.8107695608533594
1665,6527,6,0.8107695608533594
1665,2639,7,0.8067086587894764
1665,7074,8,0.8067086587894764
1665,5227,9,0.7778208681196795
1665,4713,10,0.7755957709137604
1665,982,11,0.7755957709137604
1665,2026,12,0.7659919614599464
1665,3869,13,0.7509911483084958
1665,4899,14,0.7269020470602091
1665,6893,15,0.7152122495850454
1665,4941,16,0.6964444035701511
1665,3028,17,0.6948843724230264
1665,410,18,0.683636315518961
1665,604,19,0.6827958787462314
1665,6226,20,0.6827958787462314
1666,6494,1,1.0
1666,6662,2,1.0
1666,6350,3,1.0
1666,4096,4,1.0
1666,6795,5,0.9056643532954184
1666,6166,6,0.8281605886056597
1666,6586,7,0.8281605886056597
1666,5954,8,0.8004929319089635
1666,4169,9,0.8004929319089635
1666,128,10,0.8004929319089635
1666,6624,11,0.7299884004514936
1666,1500,12,0.7145331123651136
1666,4899,13,0.6867411550065116
1666,5177,14,0.6828536029097876
1666,5149,15,0.6574625695567722
1666,4263,16,0.64802798081237
1666,226,17,0.6433602884866139
1666,999,18,0.6308642515846413
1666,425,19,0.6308642515846413
1666,3887,20,0.6246026859651777
1667,624,1,0.83571594820172
1667,4561,2,0.8318964909024261
1667,3627,3,0.8004690983654966
1667,6470,4,0.7211995772661737
1667,3507,5,0.7211995772661737
1667,2118,6,0.7045432957678375
1667,2690,7,0.6287402337732291
1667,3847,8,0.6287402337732291
1667,1521,9,0.6194166732219712
1667,5544,10,0.6180921327647164
1667,4599,11,0.5882920432907183
1667,1598,12,0.5736150003642293
1667,4358,13,0.5698630421853034
1667,2283,14,0.558431329755208
1667,5174,15,0.5479904543880335
1667,1920,16,0.5390005716474918
1667,3958,17,0.5377250030544993
1667,4529,18,0.5358302538979631
1667,5442,19,0.5326799207079276
1667,5740,20,0.5322318031224474
1668,3663,1,1.0000000000000002
1668,6739,2,1.0000000000000002
1668,3103,3,1.0000000000000002
1668,3180,4,1.0000000000000002
1668,6322,5,1.0000000000000002
1668,1634,6,1.0000000000000002
1668,5189,7,1.0000000000000002
1668,2086,8,1.0000000000000002
1668,2741,9,0.7891297382988333
1668,3286,10,0.7193687274158973
1668,6870,11,0.7193687274158973
1668,3649,12,0.7193687274158973
1668,3535,13,0.7193687274158973
1668,3358,14,0.7193687274158973
1668,1206,15,0.7193687274158973
1668,936,16,0.7193687274158973
1668,6711,17,0.7193687274158973
1668,96,18,0.7193687274158973
1668,3730,19,0.7193687274158973
1668,6687,20,0.7193687274158973
1669,1979,1,0.9323830671736775
1669,4755,2,0.9323830671736775
1669,2794,3,0.9323830671736775
1669,456,4,0.8732553375432905
1669,4362,5,0.8732553375432905
1669,3293,6,0.8732553375432905
1669,4555,7,0.8525245898201372
1669,5867,8,0.8482422825697025
1669,4960,9,0.8482422825697025
1669,6624,10,0.8334455585612561
1669,5816,11,0.8226171170907784
1669,638,12,0.7979000939862195
1669,5215,13,0.7976549167756228
1669,2851,14,0.7976549167756228
1669,869,15,0.7851940204321122
1669,3609,16,0.7083714345753886
1669,2373,17,0.7083714345753886
1669,399,18,0.7083714345753886
1669,6971,19,0.7083714345753886
1669,71,20,0.7083714345753886
1670,3937,1,0.7544027479561727
1670,3199,2,0.66332774429905
1670,2804,3,0.6596950792405915
1670,133,4,0.6596950792405915
1670,3646,5,0.656411832522979
1670,3705,6,0.656411832522979
1670,2487,7,0.656411832522979
1670,689,8,0.656411832522979
1670,4886,9,0.6332762497050054
1670,3809,10,0.5998471243594595
1670,2492,11,0.5927176298585386
1670,865,12,0.5927176298585386
1670,5875,13,0.5839292850507906
1670,232,14,0.5839292850507906
1670,3265,15,0.5615791694630895
1670,5009,16,0.5416048200899845
1670,3159,17,0.5095549872415014
1670,4206,18,0.5059687612266629
1670,4765,19,0.5016146509319509
1670,3630,20,0.47765060052709785
1671,5728,1,1.0
1671,3686,2,1.0
1671,1682,3,1.0
1671,3071,4,0.8708072050297788
1671,6174,5,0.8708072050297788
1671,6008,6,0.8708072050297788
1671,7209,7,0.8325587779808021
1671,6945,8,0.7993528521133157
1671,2520,9,0.7993528521133157
1671,820,10,0.7993528521133157
1671,6439,11,0.7980730364741502
1671,5730,12,0.7980730364741502
1671,6817,13,0.7980730364741502
1671,6283,14,0.7980730364741502
1671,6290,15,0.7980730364741502
1671,1167,16,0.7980730364741502
1671,1689,17,0.7980730364741502
1671,2541,18,0.7980730364741502
1671,2553,19,0.7733569446083051
1671,2061,20,0.7733569446083051
1672,5604,1,0.8314344128599598
1672,6210,2,0.7818817159159114
1672,5639,3,0.7818817159159114
1672,6259,4,0.7818817159159114
1672,5057,5,0.7818817159159114
1672,4984,6,0.7818817159159114
1672,3774,7,0.7818817159159114
1672,4541,8,0.7818817159159114
1672,3821,9,0.7818817159159114
1672,930,10,0.7818817159159114
1672,2097,11,0.7818817159159114
1672,1843,12,0.7818817159159114
1672,2279,13,0.6816044978144215
1672,1173,14,0.6816044978144215
1672,2823,15,0.6573869646869002
1672,1629,16,0.6573869646869002
1672,711,17,0.6234268059013746
1672,4987,18,0.6234268059013746
1672,6845,19,0.6234268059013746
1672,5183,20,0.6234268059013746
1673,819,1,0.5769087293280913
1673,5030,2,0.576392435400723
1673,4507,3,0.5693230286084133
1673,4250,4,0.5323558394784471
1673,7159,5,0.5323558394784471
1673,1102,6,0.5323558394784471
1673,6196,7,0.5323558394784471
1673,7099,8,0.5323558394784471
1673,3464,9,0.5323558394784471
1673,2439,10,0.5323558394784471
1673,4399,11,0.5323558394784471
1673,6834,12,0.5323558394784471
1673,6111,13,0.5323558394784471
1673,2500,14,0.5323558394784471
1673,3318,15,0.5323558394784471
1673,3905,16,0.5323558394784471
1673,5930,17,0.5323558394784471
1673,6296,18,0.5323558394784471
1673,204,19,0.5323558394784471
1673,5671,20,0.5323558394784471
1674,7155,1,0.8339901498967408
1674,5206,2,0.7624699165270432
1674,1251,3,0.7624469765915797
1674,2155,4,0.6566406893210108
1674,5093,5,0.6339424439499932
1674,6205,6,0.6339424439499932
1674,3834,7,0.6339424439499932
1674,6547,8,0.6339424439499932
1674,4151,9,0.6266094060573377
1674,6160,10,0.6030489988998963
1674,436,11,0.5615672238549265
1674,192,12,0.5534514571845086
1674,3151,13,0.5534514571845086
1674,4540,14,0.5534514571845086
1674,3267,15,0.5534514571845086
1674,3343,16,0.5534514571845086
1674,5770,17,0.5534514571845086
1674,4078,18,0.5534514571845086
1674,5564,19,0.544303148603569
1674,14,20,0.5422085239015598
1675,6849,1,1.0
1675,6395,2,1.0
1675,4549,3,1.0
1675,3118,4,1.0
1675,534,5,1.0
1675,2349,6,1.0
1675,102,7,0.8542534994809
1675,462,8,0.8248152547721749
1675,6866,9,0.7815378494441253
1675,5073,10,0.7707952164835429
1675,5422,11,0.7548680613173075
1675,2503,12,0.7481326392438615
1675,6167,13,0.729058471317921
1675,6170,14,0.7199384693523921
1675,2226,15,0.7199384693523921
1675,6330,16,0.7005963474300448
1675,4022,17,0.6852099194568844
1675,6890,18,0.6775444717707619
1675,368,19,0.6775444717707619
1675,518,20,0.6331906159401047
1676,6352,1,0.7282005511122891
1676,545,2,0.6546084001777386
1676,4313,3,0.6037838343845308
1676,7119,4,0.5922438185784807
1676,4165,5,0.5911813347962145
1676,1770,6,0.576254125226229
1676,4503,7,0.5315491564862789
1676,4337,8,0.5192526713338107
1676,1431,9,0.5183759908048142
1676,2458,10,0.49777845932812054
1676,1348,11,0.4974094059845422
1676,171,12,0.4854868127505111
1676,2917,13,0.4854868127505111
1676,2858,14,0.4389522569500829
1676,6273,15,0.43389420683359536
1676,4435,16,0.432581675110458
1676,1964,17,0.43153846012488895
1676,597,18,0.4265482965907965
1676,3564,19,0.4248008541334246
1676,5751,20,0.4196717813078268
1677,20,1,1.0
1677,2079,2,1.0
1677,1510,3,1.0
1677,4034,4,1.0
1677,5257,5,0.9428510392026634
1677,5528,6,0.9428510392026634
1677,3984,7,0.90291072747656
1677,3996,8,0.8884020284104144
1677,6425,9,0.8861687644894223
1677,2980,10,0.8490195939948965
1677,605,11,0.8318561889858345
1677,1553,12,0.8268198397110955
1677,2852,13,0.825189511167159
1677,2212,14,0.818366128668966
1677,4973,15,0.8116850978218493
1677,6127,16,0.7962360920556316
1677,4471,17,0.785733533857319
1677,4753,18,0.7665783898434065
1677,4840,19,0.7650406160298221
1677,6756,20,0.7388901361202709
1678,5864,1,1.0
1678,148,2,0.8815795459849424
1678,1929,3,0.865342840338034
1678,2251,4,0.8350446546160928
1678,3278,5,0.8102155160923099
1678,2949,6,0.7671059628306132
1678,4763,7,0.7671059628306132
1678,5923,8,0.7457618185480605
1678,1291,9,0.7362798465710847
1678,7156,10,0.719584861929403
1678,4133,11,0.6348356756837545
1678,1932,12,0.6109798689420864
1678,6488,13,0.5762130979923985
1678,2295,14,0.5700630884311615
1678,5975,15,0.563323670276277
1678,2438,16,0.5509584906885701
1678,5274,17,0.5136188362502169
1678,951,18,0.5107448904946048
1678,1066,19,0.5107448904946048
1678,949,20,0.4967407510143613
1679,6975,1,1.0
1679,6432,2,1.0
1679,6149,3,1.0
1679,5665,4,1.0
1679,5022,5,1.0
1679,4330,6,1.0
1679,3910,7,1.0
1679,4055,8,1.0
1679,123,9,1.0
1679,3658,10,1.0
1679,1321,11,1.0
1679,1833,12,1.0
1679,2039,13,1.0
1679,2272,14,1.0
1679,2252,15,1.0
1679,2261,16,1.0
1679,1322,17,1.0
1679,1207,18,1.0
1679,348,19,1.0
1679,814,20,1.0
1680,6621,1,1.0000000000000002
1680,2777,2,0.8791789944532693
1680,4071,3,0.8721897526871578
1680,3349,4,0.8219700270849368
1680,2201,5,0.8219700270849368
1680,308,6,0.8219700270849368
1680,4986,7,0.7351165049902492
1680,6315,8,0.6719626146159237
1680,2709,9,0.6479368163530288
1680,7111,10,0.6479368163530288
1680,490,11,0.6153536787470222
1680,320,12,0.6153536787470222
1680,7007,13,0.6153536787470222
1680,627,14,0.6153536787470222
1680,1937,15,0.6122769807419233
1680,5103,16,0.6122769807419233
1680,1182,17,0.6122769807419233
1680,286,18,0.6122769807419233
1680,1941,19,0.6122769807419233
1680,37,20,0.6000819558589595
1681,25,1,0.8115057304072905
1681,1065,2,0.6810721510526263
1681,5092,3,0.6419797101009475
1681,6489,4,0.6378440693543911
1681,3195,5,0.6223475885377087
1681,6060,6,0.6223475885377087
1681,7192,7,0.6223475885377087
1681,2073,8,0.6209393660888535
1681,3998,9,0.5847694348689423
1681,1502,10,0.5843444613548845
1681,6192,11,0.5843444613548845
1681,6388,12,0.5843444613548845
1681,1463,13,0.5367491091545031
1681,4826,14,0.5354680920622508
1681,5766,15,0.5207926934252908
1681,6325,16,0.5207926934252908
1681,5497,17,0.5207926934252908
1681,5592,18,0.5207926934252908
1681,2615,19,0.5207926934252908
1681,5873,20,0.5207926934252908
1682,5728,1,1.0
1682,3686,2,1.0
1682,1671,3,1.0
1682,3071,4,0.8708072050297788
1682,6174,5,0.8708072050297788
1682,6008,6,0.8708072050297788
1682,7209,7,0.8325587779808021
1682,6945,8,0.7993528521133157
1682,2520,9,0.7993528521133157
1682,820,10,0.7993528521133157
1682,6439,11,0.7980730364741502
1682,5730,12,0.7980730364741502
1682,6817,13,0.7980730364741502
1682,6283,14,0.7980730364741502
1682,6290,15,0.7980730364741502
1682,1167,16,0.7980730364741502
1682,1689,17,0.7980730364741502
1682,2541,18,0.7980730364741502
1682,2553,19,0.7733569446083051
1682,2061,20,0.7733569446083051
1683,6904,1,0.7728521302533058
1683,5363,2,0.7485549001228043
1683,2241,3,0.7311315949172004
1683,6359,4,0.7183720550985773
1683,2640,5,0.618721088447224
1683,990,6,0.618721088447224
1683,5137,7,0.618721088447224
1683,3201,8,0.618721088447224
1683,4233,9,0.618721088447224
1683,74,10,0.618721088447224
1683,3454,11,0.618721088447224
1683,7207,12,0.618721088447224
1683,6664,13,0.5897154300460639
1683,4447,14,0.5694825984547263
1683,5405,15,0.5576437215597243
1683,993,16,0.5576437215597243
1683,1403,17,0.5576437215597243
1683,6214,18,0.5576437215597243
1683,4325,19,0.5576437215597243
1683,2611,20,0.5576437215597243
1684,6548,1,0.7910556158883957
1684,945,2,0.7280994982781062
1684,928,3,0.7185419082812412
1684,5544,4,0.687977871088317
1684,5886,5,0.6230297842542442
1684,701,6,0.6183237380592881
1684,773,7,0.6131950326752911
1684,6450,8,0.6052092130071265
1684,6336,9,0.6038364494359346
1684,3958,10,0.598523882155957
1684,5739,11,0.5967366562017122
1684,3968,12,0.5967366562017122
1684,1460,13,0.5783917419318472
1684,6347,14,0.572237869671132
1684,2698,15,0.5553598292442676
1684,5830,16,0.5553598292442676
1684,3588,17,0.5553598292442676
1684,3893,18,0.5553598292442676
1684,868,19,0.5553598292442676
1684,2012,20,0.5553598292442676
1685,0,1,0.0
1685,1,2,0.0
1685,2,3,0.0
1685,3,4,0.0
1685,4,5,0.0
1685,5,6,0.0
1685,6,7,0.0
1685,7,8,0.0
1685,8,9,0.0
1685,9,10,0.0
1685,10,11,0.0
1685,11,12,0.0
1685,12,13,0.0
1685,13,14,0.0
1685,14,15,0.0
1685,15,16,0.0
1685,16,17,0.0
1685,17,18,0.0
1685,18,19,0.0
1685,19,20,0.0
1686,4439,1,1.0000000000000002
1686,6516,2,0.7140144482616224
1686,3537,3,0.6953764573660737
1686,1201,4,0.6783615093793396
1686,4410,5,0.669797675132692
1686,3305,6,0.669797675132692
1686,6024,7,0.6507631135699515
1686,6240,8,0.6408055282006144
1686,3894,9,0.5751859486894239
1686,1271,10,0.5576407040087492
1686,5263,11,0.5552259011912019
1686,6805,12,0.5552259011912019
1686,220,13,0.533248868035619
1686,1118,14,0.5194789294431416
1686,2411,15,0.4875720803553524
1686,4231,16,0.4875720803553524
1686,5824,17,0.4875720803553524
1686,209,18,0.4875720803553524
1686,1578,19,0.47318372346966026
1686,1216,20,0.45042406950984115
1687,6152,1,1.0000000000000002
1687,2218,2,1.0000000000000002
1687,4816,3,1.0000000000000002
1687,5311,4,0.9377578258972707
1687,4053,5,0.8873469797446062
1687,4881,6,0.8471892139056325
1687,1002,7,0.8425295358282232
1687,3545,8,0.8411509082436872
1687,4609,9,0.8231123370613203
1687,2063,10,0.8155372299239938
1687,601,11,0.8155372299239938
1687,5154,12,0.8131400041262615
1687,6888,13,0.7807061804467464
1687,2531,14,0.7693938966408712
1687,5965,15,0.7404938738903983
1687,318,16,0.7376396738385738
1687,134,17,0.7349639736373348
1687,3651,18,0.734589296935781
1687,946,19,0.7196453782913429
1687,4277,20,0.6661353484382995
1688,6989,1,0.8685122376502872
1688,1784,2,0.8685122376502872
1688,5427,3,0.8685122376502872
1688,6256,4,0.8685122376502872
1688,5004,5,0.8685122376502872
